Model Point Number,Policy.type,Issue.year,Issue.age,Sex,Face.amount,Smoker.Status,Underwriting.Class,Distribution.Channel
6383,SPWL,2024,62,M,250000,NS,moderate risk,Telemarketer
6384,SPWL,2024,63,M,250000,NS,moderate risk,Telemarketer
6385,SPWL,2024,64,M,250000,NS,moderate risk,Telemarketer
6386,SPWL,2024,65,M,250000,NS,moderate risk,Telemarketer
6387,SPWL,2024,35,M,250000,NS,moderate risk,Telemarketer
6388,SPWL,2024,36,M,250000,NS,moderate risk,Telemarketer
6389,SPWL,2024,37,M,250000,NS,moderate risk,Telemarketer
6390,SPWL,2024,38,M,250000,NS,moderate risk,Telemarketer
6391,SPWL,2024,39,M,250000,NS,moderate risk,Telemarketer
6392,SPWL,2024,40,M,250000,NS,moderate risk,Telemarketer
6393,SPWL,2024,41,M,250000,NS,moderate risk,Telemarketer
6394,SPWL,2024,42,M,250000,NS,moderate risk,Telemarketer
6395,SPWL,2024,43,M,250000,NS,moderate risk,Telemarketer
6396,SPWL,2024,44,M,250000,NS,moderate risk,Telemarketer
6397,SPWL,2024,45,M,250000,NS,moderate risk,Telemarketer
6398,SPWL,2024,46,M,250000,NS,moderate risk,Telemarketer
6399,SPWL,2024,47,M,250000,NS,very low risk,Agent
6400,SPWL,2024,48,M,250000,NS,very low risk,Agent
6401,SPWL,2024,49,M,250000,NS,very low risk,Agent
6402,SPWL,2024,50,M,250000,NS,very low risk,Agent
6403,SPWL,2024,51,M,250000,NS,very low risk,Agent
6404,SPWL,2024,52,M,250000,NS,very low risk,Agent
6405,SPWL,2024,53,M,250000,NS,very low risk,Agent
6406,SPWL,2024,54,M,250000,NS,very low risk,Agent
6407,SPWL,2024,55,M,250000,NS,very low risk,Agent
6408,SPWL,2024,56,M,250000,NS,very low risk,Agent
6409,SPWL,2024,57,M,250000,NS,very low risk,Agent
6410,SPWL,2024,58,M,250000,NS,very low risk,Agent
6411,SPWL,2024,59,M,250000,NS,very low risk,Agent
6412,SPWL,2024,60,M,250000,NS,very low risk,Agent
6413,SPWL,2024,61,M,250000,NS,very low risk,Agent
6414,SPWL,2024,62,M,250000,NS,very low risk,Agent
6415,SPWL,2024,63,M,250000,NS,very low risk,Agent
6416,SPWL,2024,64,M,250000,NS,very low risk,Agent
6417,SPWL,2024,65,M,250000,NS,very low risk,Agent
6418,SPWL,2024,35,M,250000,NS,very low risk,Agent
6419,SPWL,2024,36,M,250000,NS,very low risk,Agent
6420,SPWL,2024,37,M,250000,NS,very low risk,Agent
6421,SPWL,2024,38,M,250000,NS,very low risk,Agent
6422,SPWL,2024,39,M,250000,NS,very low risk,Agent
6423,SPWL,2024,40,M,250000,NS,very low risk,Agent
6424,SPWL,2024,41,M,250000,NS,very low risk,Agent
6425,SPWL,2024,42,M,250000,NS,very low risk,Agent
6426,SPWL,2024,43,M,250000,NS,very low risk,Agent
6427,SPWL,2024,44,M,250000,NS,very low risk,Agent
6428,SPWL,2024,45,M,250000,NS,very low risk,Agent
6429,SPWL,2024,46,M,250000,NS,very low risk,Agent
6430,SPWL,2024,47,M,250000,NS,very low risk,Agent
6431,SPWL,2024,48,M,250000,NS,very low risk,Agent
6432,SPWL,2024,49,M,250000,NS,very low risk,Agent
6433,SPWL,2024,50,M,250000,NS,very low risk,Agent
6434,SPWL,2024,51,M,250000,NS,very low risk,Agent
6435,SPWL,2024,52,M,250000,NS,very low risk,Agent
6436,SPWL,2024,53,M,250000,NS,very low risk,Agent
6437,SPWL,2024,54,M,250000,NS,very low risk,Agent
6438,SPWL,2024,55,M,250000,NS,very low risk,Agent
6439,SPWL,2024,56,M,250000,NS,very low risk,Agent
6440,SPWL,2024,57,M,250000,NS,very low risk,Agent
6441,SPWL,2024,58,M,250000,NS,very low risk,Agent
6442,SPWL,2024,59,M,250000,NS,very low risk,Agent
6443,SPWL,2024,60,M,250000,NS,very low risk,Agent
6444,SPWL,2024,61,M,250000,NS,very low risk,Agent
6445,SPWL,2024,62,M,250000,NS,very low risk,Agent
6446,SPWL,2024,63,M,250000,NS,very low risk,Agent
6447,SPWL,2024,64,M,250000,NS,very low risk,Agent
6448,SPWL,2024,65,M,250000,NS,very low risk,Agent
6449,SPWL,2024,35,M,250000,NS,very low risk,Agent
6450,SPWL,2024,36,M,250000,NS,very low risk,Agent
6451,SPWL,2024,37,M,250000,NS,very low risk,Agent
6452,SPWL,2024,38,M,250000,NS,very low risk,Agent
6453,SPWL,2024,39,M,250000,NS,very low risk,Agent
6454,SPWL,2024,40,M,250000,NS,very low risk,Agent
6455,SPWL,2024,41,M,250000,NS,very low risk,Agent
6456,SPWL,2024,42,M,250000,NS,very low risk,Agent
6457,SPWL,2024,43,M,250000,NS,very low risk,Agent
6458,SPWL,2024,44,M,250000,NS,very low risk,Agent
6459,SPWL,2024,45,M,250000,NS,very low risk,Agent
6460,SPWL,2024,46,M,250000,NS,very low risk,Agent
6461,SPWL,2024,47,M,250000,NS,very low risk,Agent
6462,SPWL,2024,48,M,250000,NS,very low risk,Agent
6463,SPWL,2024,49,M,250000,NS,very low risk,Agent
6464,SPWL,2024,50,M,250000,NS,very low risk,Agent
6465,SPWL,2024,51,M,250000,NS,very low risk,Agent
6466,SPWL,2024,52,M,250000,NS,very low risk,Agent
6467,SPWL,2024,53,M,250000,NS,very low risk,Agent
6468,SPWL,2024,54,M,250000,NS,very low risk,Agent
6469,SPWL,2024,55,M,250000,NS,very low risk,Agent
6470,SPWL,2024,56,M,250000,NS,very low risk,Agent
6471,SPWL,2024,57,M,250000,NS,very low risk,Agent
6472,SPWL,2024,58,M,250000,NS,very low risk,Agent
6473,SPWL,2024,59,M,250000,NS,very low risk,Agent
6474,SPWL,2024,60,M,250000,NS,very low risk,Agent
6475,SPWL,2024,61,M,250000,NS,very low risk,Agent
6476,SPWL,2024,62,M,250000,NS,very low risk,Agent
6477,SPWL,2024,63,M,250000,NS,very low risk,Agent
6478,SPWL,2024,64,M,250000,NS,very low risk,Agent
6479,SPWL,2024,65,M,250000,NS,very low risk,Agent
6480,SPWL,2024,35,M,250000,NS,very low risk,Agent
6481,SPWL,2024,36,M,250000,NS,very low risk,Agent
6482,SPWL,2024,37,M,250000,NS,very low risk,Agent
6483,SPWL,2024,38,M,250000,NS,very low risk,Agent
6484,SPWL,2024,39,M,250000,NS,very low risk,Agent
6485,SPWL,2024,40,M,250000,NS,very low risk,Agent
6486,SPWL,2024,41,M,250000,NS,very low risk,Agent
6487,SPWL,2024,42,M,250000,NS,very low risk,Agent
6488,SPWL,2024,43,M,250000,NS,very low risk,Agent
6489,SPWL,2024,44,M,250000,NS,very low risk,Agent
6490,SPWL,2024,45,M,250000,NS,very low risk,Agent
6491,SPWL,2024,46,M,250000,NS,very low risk,Agent
6492,SPWL,2024,47,M,250000,NS,very low risk,Agent
6493,SPWL,2024,48,M,250000,NS,very low risk,Agent
6494,SPWL,2024,49,M,250000,NS,very low risk,Agent
6495,SPWL,2024,50,M,250000,NS,very low risk,Agent
6496,SPWL,2024,51,M,250000,NS,very low risk,Agent
6497,SPWL,2024,52,M,250000,NS,very low risk,Agent
6498,SPWL,2024,53,M,250000,NS,very low risk,Agent
6499,SPWL,2024,54,M,250000,NS,very low risk,Agent
6500,SPWL,2024,55,M,250000,NS,very low risk,Agent
6501,SPWL,2024,56,M,250000,NS,very low risk,Agent
6502,SPWL,2024,57,M,250000,NS,very low risk,Agent
6503,SPWL,2024,58,M,250000,NS,very low risk,Agent
6504,SPWL,2024,59,M,250000,NS,very low risk,Agent
6505,SPWL,2024,60,M,250000,NS,very low risk,Agent
6506,SPWL,2024,61,M,250000,NS,very low risk,Agent
6507,SPWL,2024,62,M,250000,NS,very low risk,Agent
6508,SPWL,2024,63,M,250000,NS,very low risk,Agent
6509,SPWL,2024,64,M,250000,NS,very low risk,Agent
6510,SPWL,2024,65,M,250000,NS,very low risk,Agent
6511,SPWL,2024,35,M,250000,NS,very low risk,Agent
6512,SPWL,2024,36,M,250000,NS,very low risk,Agent
6513,SPWL,2024,37,M,250000,NS,very low risk,Agent
6514,SPWL,2024,38,M,250000,NS,very low risk,Agent
6515,SPWL,2024,39,M,250000,NS,very low risk,Agent
6516,SPWL,2024,40,M,250000,NS,very low risk,Agent
6517,SPWL,2024,41,M,250000,NS,very low risk,Agent
6518,SPWL,2024,42,M,250000,NS,very low risk,Agent
6519,SPWL,2024,43,M,250000,NS,very low risk,Agent
6520,SPWL,2024,44,M,250000,NS,very low risk,Agent
6521,SPWL,2024,45,M,250000,NS,very low risk,Agent
6522,SPWL,2024,46,M,250000,NS,very low risk,Agent
6523,SPWL,2024,47,M,250000,NS,very low risk,Agent
6524,SPWL,2024,48,M,250000,NS,very low risk,Agent
6525,SPWL,2024,49,M,250000,NS,very low risk,Agent
6526,SPWL,2024,50,M,250000,NS,very low risk,Agent
6527,SPWL,2024,51,M,250000,NS,very low risk,Agent
6528,SPWL,2024,52,M,250000,NS,very low risk,Agent
6529,SPWL,2024,53,M,250000,NS,very low risk,Agent
6530,SPWL,2024,54,M,250000,NS,very low risk,Agent
6531,SPWL,2024,55,M,250000,NS,very low risk,Agent
6532,SPWL,2024,56,M,250000,NS,very low risk,Agent
6533,SPWL,2024,57,M,250000,NS,very low risk,Agent
6534,SPWL,2024,58,M,250000,NS,very low risk,Agent
6535,SPWL,2024,59,M,250000,NS,very low risk,Agent
6536,SPWL,2024,60,M,250000,NS,very low risk,Agent
6537,SPWL,2024,61,M,250000,NS,very low risk,Agent
6538,SPWL,2024,62,M,250000,NS,very low risk,Agent
6539,SPWL,2024,63,M,250000,NS,very low risk,Agent
6540,SPWL,2024,64,M,250000,NS,very low risk,Agent
6541,SPWL,2024,65,M,250000,NS,very low risk,Agent
6542,SPWL,2024,35,M,250000,NS,very low risk,Agent
6543,SPWL,2024,36,M,250000,NS,very low risk,Agent
6544,SPWL,2024,37,M,250000,NS,very low risk,Agent
6545,SPWL,2024,38,M,250000,NS,very low risk,Agent
6546,SPWL,2024,39,M,250000,NS,very low risk,Agent
6547,SPWL,2024,40,M,250000,NS,very low risk,Agent
6548,SPWL,2024,41,M,250000,NS,very low risk,Agent
6549,SPWL,2024,42,M,250000,NS,very low risk,Agent
6550,SPWL,2024,43,M,250000,NS,very low risk,Agent
6551,SPWL,2024,44,M,250000,NS,very low risk,Agent
6552,SPWL,2024,45,M,250000,NS,very low risk,Agent
6553,SPWL,2024,46,M,250000,NS,very low risk,Agent
6554,SPWL,2024,47,M,250000,NS,very low risk,Agent
6555,SPWL,2024,48,M,250000,NS,very low risk,Agent
6556,SPWL,2024,49,M,250000,NS,very low risk,Agent
6557,SPWL,2024,50,M,250000,NS,very low risk,Agent
6558,SPWL,2024,51,M,250000,NS,very low risk,Agent
6559,SPWL,2024,52,M,250000,NS,very low risk,Agent
6560,SPWL,2024,53,M,250000,NS,very low risk,Agent
6561,SPWL,2024,54,M,250000,NS,very low risk,Agent
6562,SPWL,2024,55,M,250000,NS,very low risk,Agent
6563,SPWL,2024,56,M,250000,NS,very low risk,Agent
6564,SPWL,2024,57,M,250000,NS,very low risk,Agent
6565,SPWL,2024,58,M,250000,NS,very low risk,Agent
6566,SPWL,2024,59,M,250000,NS,very low risk,Agent
6567,SPWL,2024,60,M,250000,NS,very low risk,Agent
6568,SPWL,2024,61,M,250000,NS,very low risk,Agent
6569,SPWL,2024,62,M,250000,NS,very low risk,Agent
6570,SPWL,2024,63,M,250000,NS,very low risk,Agent
6571,SPWL,2024,64,M,250000,NS,very low risk,Agent
6572,SPWL,2024,65,M,250000,NS,very low risk,Agent
6573,SPWL,2024,35,M,250000,NS,very low risk,Agent
6574,SPWL,2024,36,M,250000,NS,very low risk,Agent
6575,SPWL,2024,37,M,250000,NS,very low risk,Agent
6576,SPWL,2024,38,M,250000,NS,very low risk,Agent
6577,SPWL,2024,39,M,250000,NS,very low risk,Agent
6578,SPWL,2024,40,M,250000,NS,very low risk,Agent
6579,SPWL,2024,41,M,250000,NS,very low risk,Agent
6580,SPWL,2024,42,M,250000,NS,very low risk,Agent
6581,SPWL,2024,43,M,250000,NS,very low risk,Agent
6582,SPWL,2024,44,M,250000,NS,very low risk,Agent
6583,SPWL,2024,45,M,250000,NS,very low risk,Agent
6584,SPWL,2024,46,M,250000,NS,very low risk,Agent
6585,SPWL,2024,47,M,250000,NS,very low risk,Agent
6586,SPWL,2024,48,M,250000,NS,very low risk,Agent
6587,SPWL,2024,49,M,250000,NS,very low risk,Agent
6588,SPWL,2024,50,M,250000,NS,very low risk,Agent
6589,SPWL,2024,51,M,250000,NS,very low risk,Agent
6590,SPWL,2024,52,M,250000,NS,very low risk,Agent
6591,SPWL,2024,53,M,250000,NS,very low risk,Agent
6592,SPWL,2024,54,M,250000,NS,very low risk,Agent
6593,SPWL,2024,55,M,250000,NS,very low risk,Agent
6594,SPWL,2024,56,M,250000,NS,very low risk,Agent
6595,SPWL,2024,57,M,250000,NS,very low risk,Agent
6596,SPWL,2024,58,M,250000,NS,very low risk,Agent
6597,SPWL,2024,59,M,250000,NS,very low risk,Agent
6598,SPWL,2024,60,M,250000,NS,very low risk,Agent
6599,SPWL,2024,61,M,250000,NS,very low risk,Agent
6600,SPWL,2024,62,M,250000,NS,very low risk,Agent
6601,SPWL,2024,63,M,250000,NS,very low risk,Agent
6602,SPWL,2024,64,M,250000,NS,very low risk,Agent
6603,SPWL,2024,65,M,250000,NS,very low risk,Agent
6604,SPWL,2024,35,M,250000,NS,very low risk,Agent
6605,SPWL,2024,36,M,250000,NS,very low risk,Agent
6606,SPWL,2024,37,M,250000,NS,very low risk,Agent
6607,SPWL,2024,38,M,250000,NS,very low risk,Agent
6608,SPWL,2024,39,M,250000,NS,very low risk,Agent
6609,SPWL,2024,40,M,250000,NS,very low risk,Agent
6610,SPWL,2024,41,M,250000,NS,very low risk,Agent
6611,SPWL,2024,42,M,250000,NS,very low risk,Agent
6612,SPWL,2024,43,M,250000,NS,very low risk,Agent
6613,SPWL,2024,44,M,250000,NS,very low risk,Agent
6614,SPWL,2024,45,M,250000,NS,very low risk,Agent
6615,SPWL,2024,46,M,250000,NS,very low risk,Agent
6616,SPWL,2024,47,M,250000,NS,very low risk,Agent
6617,SPWL,2024,48,M,250000,NS,very low risk,Agent
6618,SPWL,2024,49,M,250000,NS,very low risk,Agent
6619,SPWL,2024,50,M,250000,NS,very low risk,Agent
6620,SPWL,2024,51,M,250000,NS,very low risk,Agent
6621,SPWL,2024,52,M,250000,NS,very low risk,Agent
6622,SPWL,2024,53,M,250000,NS,very low risk,Agent
6623,SPWL,2024,54,M,250000,NS,very low risk,Agent
6624,SPWL,2024,55,M,250000,NS,very low risk,Agent
6625,SPWL,2024,56,M,250000,NS,very low risk,Agent
6626,SPWL,2024,57,M,250000,NS,very low risk,Agent
6627,SPWL,2024,58,M,250000,NS,very low risk,Agent
6628,SPWL,2024,59,M,250000,NS,very low risk,Agent
6629,SPWL,2024,60,M,250000,NS,very low risk,Agent
6630,SPWL,2024,61,M,250000,NS,very low risk,Agent
6631,SPWL,2024,62,M,250000,NS,very low risk,Agent
6632,SPWL,2024,63,M,250000,NS,very low risk,Agent
6633,SPWL,2024,64,M,250000,NS,very low risk,Agent
6634,SPWL,2024,65,M,250000,NS,very low risk,Agent
6635,SPWL,2024,35,M,250000,NS,very low risk,Agent
6636,SPWL,2024,36,M,250000,NS,very low risk,Agent
6637,SPWL,2024,37,M,250000,NS,very low risk,Agent
6638,SPWL,2024,38,M,250000,NS,very low risk,Agent
6639,SPWL,2024,39,M,250000,NS,very low risk,Agent
6640,SPWL,2024,40,M,250000,NS,very low risk,Agent
6641,SPWL,2024,41,M,250000,NS,very low risk,Agent
6642,SPWL,2024,42,M,250000,NS,very low risk,Agent
6643,SPWL,2024,43,M,250000,NS,very low risk,Agent
6644,SPWL,2024,44,M,250000,NS,very low risk,Agent
6645,SPWL,2024,45,M,250000,NS,very low risk,Agent
6646,SPWL,2024,46,M,250000,NS,very low risk,Agent
6647,SPWL,2024,47,M,250000,NS,very low risk,Agent
6648,SPWL,2024,48,M,250000,NS,very low risk,Agent
6649,SPWL,2024,49,M,250000,NS,very low risk,Agent
6650,SPWL,2024,50,M,250000,NS,very low risk,Agent
6651,SPWL,2024,51,M,250000,NS,very low risk,Agent
6652,SPWL,2024,52,M,250000,NS,very low risk,Agent
6653,SPWL,2024,53,M,250000,NS,very low risk,Agent
6654,SPWL,2024,54,M,250000,NS,very low risk,Agent
6655,SPWL,2024,55,M,250000,NS,very low risk,Agent
6656,SPWL,2024,56,M,250000,NS,very low risk,Agent
6657,SPWL,2024,57,M,250000,NS,very low risk,Agent
6658,SPWL,2024,58,M,250000,NS,very low risk,Agent
6659,SPWL,2024,59,M,250000,NS,very low risk,Agent
6660,SPWL,2024,60,M,250000,NS,very low risk,Agent
6661,SPWL,2024,61,M,250000,NS,very low risk,Agent
6662,SPWL,2024,62,M,250000,NS,very low risk,Agent
6663,SPWL,2024,63,M,250000,NS,very low risk,Agent
6664,SPWL,2024,64,M,250000,NS,very low risk,Agent
6665,SPWL,2024,65,M,250000,NS,very low risk,Agent
6666,SPWL,2024,35,M,250000,NS,very low risk,Agent
6667,SPWL,2024,36,M,250000,NS,very low risk,Agent
6668,SPWL,2024,37,M,250000,NS,very low risk,Agent
6669,SPWL,2024,38,M,250000,NS,very low risk,Agent
6670,SPWL,2024,39,M,250000,NS,very low risk,Agent
6671,SPWL,2024,40,M,250000,NS,very low risk,Agent
6672,SPWL,2024,41,M,250000,NS,very low risk,Agent
6673,SPWL,2024,42,M,250000,NS,very low risk,Agent
6674,SPWL,2024,43,M,250000,NS,very low risk,Agent
6675,SPWL,2024,44,M,250000,NS,very low risk,Agent
6676,SPWL,2024,45,M,250000,NS,very low risk,Agent
6677,SPWL,2024,46,M,250000,NS,very low risk,Agent
6678,SPWL,2024,47,M,250000,NS,very low risk,Agent
6679,SPWL,2024,48,M,250000,NS,very low risk,Agent
6680,SPWL,2024,49,M,250000,NS,very low risk,Agent
6681,SPWL,2024,50,M,250000,NS,very low risk,Agent
6682,SPWL,2024,51,M,250000,NS,very low risk,Agent
6683,SPWL,2024,52,M,250000,NS,very low risk,Agent
6684,SPWL,2024,53,M,250000,NS,very low risk,Agent
6685,SPWL,2024,54,M,250000,NS,very low risk,Agent
6686,SPWL,2024,55,M,250000,NS,very low risk,Agent
6687,SPWL,2024,56,M,250000,NS,very low risk,Agent
6688,SPWL,2024,57,M,250000,NS,very low risk,Agent
6689,SPWL,2024,58,M,250000,NS,very low risk,Agent
6690,SPWL,2024,59,M,250000,NS,very low risk,Agent
6691,SPWL,2024,60,M,250000,NS,very low risk,Agent
6692,SPWL,2024,61,M,250000,NS,very low risk,Agent
6693,SPWL,2024,62,M,250000,NS,very low risk,Agent
6694,SPWL,2024,63,M,250000,NS,very low risk,Agent
6695,SPWL,2024,64,M,250000,NS,very low risk,Agent
6696,SPWL,2024,65,M,250000,NS,very low risk,Agent
6697,SPWL,2024,35,M,250000,NS,very low risk,Agent
6698,SPWL,2024,36,M,250000,NS,very low risk,Agent
6699,SPWL,2024,37,M,250000,NS,very low risk,Agent
6700,SPWL,2024,38,M,250000,NS,very low risk,Agent
6701,SPWL,2024,39,M,250000,NS,very low risk,Agent
6702,SPWL,2024,40,M,250000,NS,very low risk,Agent
6703,SPWL,2024,41,M,250000,NS,very low risk,Agent
6704,SPWL,2024,42,M,250000,NS,very low risk,Agent
6705,SPWL,2024,43,M,250000,NS,very low risk,Agent
6706,SPWL,2024,44,M,250000,NS,very low risk,Agent
6707,SPWL,2024,45,M,250000,NS,very low risk,Agent
6708,SPWL,2024,46,M,250000,NS,very low risk,Agent
6709,SPWL,2024,47,M,250000,NS,very low risk,Agent
6710,SPWL,2024,48,M,250000,NS,very low risk,Agent
6711,SPWL,2024,49,M,250000,NS,very low risk,Agent
6712,SPWL,2024,50,M,250000,NS,very low risk,Agent
6713,SPWL,2024,51,M,250000,NS,very low risk,Agent
6714,SPWL,2024,52,M,250000,NS,very low risk,Agent
6715,SPWL,2024,53,M,250000,NS,very low risk,Agent
6716,SPWL,2024,54,M,250000,NS,very low risk,Agent
6717,SPWL,2024,55,M,250000,NS,very low risk,Agent
6718,SPWL,2024,56,M,250000,NS,very low risk,Agent
6719,SPWL,2024,57,M,250000,NS,very low risk,Agent
6720,SPWL,2024,58,M,250000,NS,very low risk,Agent
6721,SPWL,2024,59,M,250000,NS,very low risk,Agent
6722,SPWL,2024,60,M,250000,NS,very low risk,Agent
6723,SPWL,2024,61,M,250000,NS,very low risk,Agent
6724,SPWL,2024,62,M,250000,NS,very low risk,Agent
6725,SPWL,2024,63,M,250000,NS,very low risk,Agent
6726,SPWL,2024,64,M,250000,NS,very low risk,Agent
6727,SPWL,2024,65,M,250000,NS,very low risk,Agent
6728,SPWL,2024,35,M,250000,NS,very low risk,Agent
6729,SPWL,2024,36,M,250000,NS,very low risk,Agent
6730,SPWL,2024,37,M,250000,NS,very low risk,Agent
6731,SPWL,2024,38,M,250000,NS,very low risk,Agent
6732,SPWL,2024,39,M,250000,NS,very low risk,Agent
6733,SPWL,2024,40,M,250000,NS,very low risk,Agent
6734,SPWL,2024,41,M,250000,NS,very low risk,Agent
6735,SPWL,2024,42,M,250000,NS,very low risk,Agent
6736,SPWL,2024,43,M,250000,NS,very low risk,Agent
6737,SPWL,2024,44,M,250000,NS,very low risk,Agent
6738,SPWL,2024,45,M,250000,NS,very low risk,Agent
6739,SPWL,2024,46,M,250000,NS,very low risk,Agent
6740,SPWL,2024,47,M,250000,NS,very low risk,Agent
6741,SPWL,2024,48,M,250000,NS,very low risk,Agent
6742,SPWL,2024,49,M,250000,NS,very low risk,Agent
6743,SPWL,2024,50,M,250000,NS,very low risk,Agent
6744,SPWL,2024,51,M,250000,NS,very low risk,Agent
6745,SPWL,2024,52,M,250000,NS,very low risk,Agent
6746,SPWL,2024,53,M,250000,NS,very low risk,Agent
6747,SPWL,2024,54,M,250000,NS,very low risk,Agent
6748,SPWL,2024,55,M,250000,NS,very low risk,Agent
6749,SPWL,2024,56,M,250000,NS,very low risk,Agent
6750,SPWL,2024,57,M,250000,NS,very low risk,Agent
6751,SPWL,2024,58,M,250000,NS,very low risk,Agent
6752,SPWL,2024,59,M,250000,NS,very low risk,Agent
6753,SPWL,2024,60,M,250000,NS,very low risk,Agent
6754,SPWL,2024,61,M,250000,NS,very low risk,Agent
6755,SPWL,2024,62,M,250000,NS,very low risk,Agent
6756,SPWL,2024,63,M,250000,NS,very low risk,Agent
6757,SPWL,2024,64,M,250000,NS,very low risk,Agent
6758,SPWL,2024,65,M,250000,NS,very low risk,Agent
6759,SPWL,2024,35,M,250000,NS,very low risk,Agent
6760,SPWL,2024,36,M,250000,NS,very low risk,Agent
6761,SPWL,2024,37,M,250000,NS,very low risk,Agent
6762,SPWL,2024,38,M,250000,NS,very low risk,Agent
6763,SPWL,2024,39,M,250000,NS,very low risk,Agent
6764,SPWL,2024,40,M,250000,NS,very low risk,Agent
6765,SPWL,2024,41,M,250000,NS,very low risk,Agent
6766,SPWL,2024,42,M,250000,NS,very low risk,Agent
6767,SPWL,2024,43,M,250000,NS,very low risk,Agent
6768,SPWL,2024,44,M,250000,NS,very low risk,Agent
6769,SPWL,2024,45,M,250000,NS,very low risk,Agent
6770,SPWL,2024,46,M,250000,NS,very low risk,Agent
6771,SPWL,2024,47,M,250000,NS,very low risk,Agent
6772,SPWL,2024,48,M,250000,NS,very low risk,Agent
6773,SPWL,2024,49,M,250000,NS,very low risk,Agent
6774,SPWL,2024,50,M,250000,NS,very low risk,Agent
6775,SPWL,2024,51,M,250000,NS,very low risk,Agent
6776,SPWL,2024,52,M,250000,NS,very low risk,Agent
6777,SPWL,2024,53,M,250000,NS,very low risk,Agent
6778,SPWL,2024,54,M,250000,NS,very low risk,Agent
6779,SPWL,2024,55,M,250000,NS,very low risk,Agent
6780,SPWL,2024,56,M,250000,NS,very low risk,Agent
6781,SPWL,2024,57,M,250000,NS,very low risk,Agent
6782,SPWL,2024,58,M,250000,NS,very low risk,Agent
6783,SPWL,2024,59,M,250000,NS,very low risk,Agent
6784,SPWL,2024,60,M,250000,NS,very low risk,Agent
6785,SPWL,2024,61,M,250000,NS,very low risk,Agent
6786,SPWL,2024,62,M,250000,NS,very low risk,Agent
6787,SPWL,2024,63,M,250000,NS,very low risk,Agent
6788,SPWL,2024,64,M,250000,NS,very low risk,Agent
6789,SPWL,2024,65,M,250000,NS,very low risk,Agent
6790,SPWL,2024,35,M,250000,NS,very low risk,Agent
6791,SPWL,2024,36,M,250000,NS,very low risk,Agent
6792,SPWL,2024,37,M,250000,NS,very low risk,Agent
6793,SPWL,2024,38,M,250000,NS,very low risk,Agent
6794,SPWL,2024,39,M,250000,NS,very low risk,Agent
6795,SPWL,2024,40,M,250000,NS,very low risk,Agent
6796,SPWL,2024,41,M,250000,NS,very low risk,Agent
6797,SPWL,2024,42,M,250000,NS,very low risk,Agent
6798,SPWL,2024,43,M,250000,NS,very low risk,Agent
6799,SPWL,2024,44,M,250000,NS,very low risk,Agent
6800,SPWL,2024,45,M,250000,NS,very low risk,Agent
6801,SPWL,2024,46,M,250000,NS,very low risk,Agent
6802,SPWL,2024,47,M,250000,NS,very low risk,Agent
6803,SPWL,2024,48,M,250000,NS,very low risk,Agent
6804,SPWL,2024,49,M,250000,NS,very low risk,Agent
6805,SPWL,2024,50,M,250000,NS,very low risk,Agent
6806,SPWL,2024,51,M,250000,NS,very low risk,Agent
6807,SPWL,2024,52,M,250000,NS,very low risk,Agent
6808,SPWL,2024,53,M,250000,NS,very low risk,Agent
6809,SPWL,2024,54,M,250000,NS,very low risk,Agent
6810,SPWL,2024,55,M,250000,NS,very low risk,Agent
6811,SPWL,2024,56,M,250000,NS,very low risk,Agent
6812,SPWL,2024,57,M,250000,NS,very low risk,Agent
6813,SPWL,2024,58,M,250000,NS,very low risk,Agent
6814,SPWL,2024,59,M,250000,NS,very low risk,Agent
6815,SPWL,2024,60,M,250000,NS,very low risk,Agent
6816,SPWL,2024,61,M,250000,NS,very low risk,Agent
6817,SPWL,2024,62,M,250000,NS,very low risk,Agent
6818,SPWL,2024,63,M,250000,NS,very low risk,Agent
6819,SPWL,2024,64,M,250000,NS,very low risk,Agent
6820,SPWL,2024,65,M,250000,NS,very low risk,Agent
6821,SPWL,2024,35,M,250000,NS,very low risk,Agent
6822,SPWL,2024,36,M,250000,NS,very low risk,Agent
6823,SPWL,2024,37,M,250000,NS,very low risk,Agent
6824,SPWL,2024,38,M,250000,NS,very low risk,Agent
6825,SPWL,2024,39,M,250000,NS,very low risk,Agent
6826,SPWL,2024,40,M,250000,NS,very low risk,Agent
6827,SPWL,2024,41,M,250000,NS,very low risk,Agent
6828,SPWL,2024,42,M,250000,NS,very low risk,Agent
6829,SPWL,2024,43,M,250000,NS,very low risk,Agent
6830,SPWL,2024,44,M,250000,NS,very low risk,Agent
6831,SPWL,2024,45,M,250000,NS,very low risk,Agent
6832,SPWL,2024,46,M,250000,NS,very low risk,Agent
6833,SPWL,2024,47,M,250000,NS,very low risk,Agent
6834,SPWL,2024,48,M,250000,NS,very low risk,Agent
6835,SPWL,2024,49,M,250000,NS,very low risk,Agent
6836,SPWL,2024,50,M,250000,NS,very low risk,Agent
6837,SPWL,2024,51,M,250000,NS,very low risk,Agent
6838,SPWL,2024,52,M,250000,NS,very low risk,Agent
6839,SPWL,2024,53,M,250000,NS,very low risk,Agent
6840,SPWL,2024,54,M,250000,NS,very low risk,Agent
6841,SPWL,2024,55,M,250000,NS,very low risk,Agent
6842,SPWL,2024,56,M,250000,NS,very low risk,Agent
6843,SPWL,2024,57,M,250000,NS,very low risk,Agent
6844,SPWL,2024,58,M,250000,NS,very low risk,Agent
